Code postal 2022;Libellé poste;Population 2019 desservie par le code postal, au minimum (en ne comptabilisant aucune commune multidistribuée);Population 2019 desservie par le code postal, au maximum (en comptabilisant toutes les communes multidistribuée);Code géographique PMSI 2022;Population 2019 desservie par le code géo PMSI
22290;LANVOLLON; 10 709; 10 709;22290; 10 709
22300;LANNION; 33 098; 33 098;22300; 33 098
22310;PLESTIN-LES-GRÈVES; 4 751; 4 751;22310; 4 751
22320;CORLAY; 3 372; 3 372;22320; 3 372
22330;LE MENÉ; 6 396; 6 396;22330; 6 396
22340;MAËL-CARHAIX; 5 388; 5 388;22340; 5 388
22350;CAULNES; 6 819; 6 819;22350; 6 819
22360;LANGUEUX; 7 801; 7 801;22360; 7 801
22370;PLÉNEUF-VAL-ANDRÉ; 4 083; 4 083;22370; 4 083
22380;SAINT-CAST-LE-GUILDO; 3 308; 3 308;22380; 3 308
22390;BOURBRIAC; 3 493; 3 493;22390; 3 493
22400;LAMBALLE-ARMOR; 26 191; 26 191;22400; 26 191
22410;SAINT-QUAY-PORTRIEUX; 7 625; 7 625;22410; 7 625
22420;PLOUARET; 4 705; 4 705;22420; 4 705
22430;ERQUY; 3 922; 3 922;22430; 3 922
22440;PLOUFRAGAN; 14 857; 14 857;22440; 14 857
22450;LA ROCHE-JAUDY; 7 442; 7 442;22450; 7 442
22460;UZEL; 3 856; 3 856;22460; 3 856
22470;PLOUÉZEC; 3 140; 3 140;22470; 3 140
22480;SAINT-NICOLAS-DU-PÉLEM; 3 947; 3 947;22480; 3 947
22490;PLESLIN-TRIGAVOU; 8 995; 8 995;22490; 8 995
22500;PAIMPOL; 7 837; 7 837;22500; 7 837
22510;BRÉHAND; 5 928; 5 928;22510; 5 928
22520;BINIC-ÉTABLES-SUR-MER;  0; 6 934;22680; 6 934
22530;GUERLÉDAN; 3 414; 3 414;22530; 3 414
22540;LOUARGAT; 5 242; 5 242;22540; 5 242
22550;MATIGNON; 5 306; 5 306;22550; 5 306
22560;PLEUMEUR-BODOU; 7 498; 7 498;22560; 7 498
22570;BON REPOS SUR BLAVET; 3 178; 3 178;22570; 3 178
22580;PLOUHA; 4 751; 4 751;22580; 4 751
22590;PORDIC; 8 243; 8 243;22590; 8 243
22600;LOUDÉAC; 16 918; 16 918;22600; 16 918
22610;PLEUBIAN; 2 991; 2 991;22610; 2 991
22620;PLOUBAZLANEC; 3 039; 3 039;22C03; 3 391
22630;ÉVRAN; 4 973; 4 973;22630; 4 973
22640;PLÉNÉE-JUGON; 5 336; 5 336;22640; 5 336
22650;BEAUSSAIS-SUR-MER; 3 757; 3 757;22C01; 4 668
22660;TRÉVOU-TRÉGUIGNEC; 2 726; 2 726;22660; 2 726
22680;BINIC-ÉTABLES-SUR-MER;  0; 6 934;22680; 6 934
22690;PLEUDIHEN-SUR-RANCE; 4 060; 4 060;22690; 4 060
22700;PERROS-GUIREC; 11 456; 11 456;22700; 11 456
22710;PENVÉNAN; 2 494; 2 494;22710; 2 494
22720;PLÉSIDY; 1 416; 1 416;22720; 1 416
22730;TRÉGASTEL; 2 535; 2 535;22730; 2 535
22740;LÉZARDRIEUX; 3 613; 3 613;22740; 3 613
22750;SAINT-JACUT-DE-LA-MER;  911;  911;22C01; 4 668
22770;LANCIEUX; 1 558; 1 558;22770; 1 558
22780;LOGUIVY-PLOUGRAS; 1 997; 1 997;22780; 1 997
22800;QUINTIN; 12 571; 12 571;22800; 12 571
22810;PLOUNÉVEZ-MOËDEC; 3 286; 3 286;22810; 3 286
22820;PLOUGRESCANT; 1 166; 1 166;22820; 1 166
22830;PLOUASNE; 1 711; 1 711;22830; 1 711
22860;PLOURIVO; 2 263; 2 263;22C02; 3 040
22870;ÎLE-DE-BRÉHAT;  352;  352;22C03; 3 391
22930;YVIAS;  777;  777;22C02; 3 040
22940;PLAINTEL; 6 470; 6 470;22940; 6 470
22950;TRÉGUEUX; 8 459; 8 459;22950; 8 459
22960;PLÉDRAN; 6 839; 6 839;22960; 6 839
22970;PLOUMAGOAR; 5 991; 5 991;22970; 5 991
22980;PLÉLAN-LE-PETIT; 5 675; 5 675;22980; 5 675
23000;GUÉRET; 22 444; 22 444;23000; 22 444
23100;LA COURTINE; 1 385; 1 385;23100; 1 385
23110;ÉVAUX-LES-BAINS; 2 640; 2 640;23110; 2 640
23120;VALLIÈRE;  897;  897;23C02; 4 258
23130;CHÉNÉRAILLES; 2 614; 2 614;23130; 2 614
23140;PIONNAT; 3 067; 3 067;23140; 3 067
23150;AHUN; 3 820; 3 820;23150; 3 820
23160;AZERABLES; 2 645; 2 645;23160; 2 645
23170;CHAMBON-SUR-VOUEIZE; 3 257; 3 257;23170; 3 257
23190;CHAMPAGNAT; 1 882; 1 882;23190; 1 882
23200;AUBUSSON; 7 213; 7 213;23200; 7 213
23210;BÉNÉVENT-L'ABBAYE; 2 669; 2 669;23C05; 3 637
23220;BONNAT; 3 866; 3 866;23220; 3 866
23230;GOUZON; 2 194; 2 194;23230; 2 194
23240;LE GRAND-BOURG; 1 969; 1 969;23240; 1 969
23250;SARDENT; 2 860; 2 860;23250; 2 860
23260;CROCQ; 2 209; 2 209;23C04; 2 902
23270;CLUGNAT; 2 575; 2 575;23270; 2 575
23290;FURSAC; 1 466; 1 466;23290; 1 466
23300;LA SOUTERRAINE; 9 061; 9 061;23300; 9 061
23320;SAINT-VAURY; 3 842; 3 842;23320; 3 842
23340;FAUX-LA-MONTAGNE;  864;  864;23C03; 2 346
23350;GENOUILLAC; 1 372; 1 372;23350; 1 372
23360;LOURDOUEIX-SAINT-PIERRE; 1 518; 1 518;23360; 1 518
23380;AJAIN; 1 755; 1 755;23380; 1 755
23400;BOURGANEUF; 5 331; 5 331;23400; 5 331
23420;MÉRINCHAL;  693;  693;23C04; 2 902
23430;SAINT-MARTIN-SAINTE-CATHERINE;  968;  968;23C05; 3 637
23450;FRESSELINES;  488;  488;23C01; 4 805
23460;ROYÈRE-DE-VASSIVIÈRE; 1 482; 1 482;23C03; 2 346
23480;SAINT-SULPICE-LES-CHAMPS; 1 350; 1 350;23480; 1 350
23500;FELLETIN; 3 361; 3 361;23C02; 4 258
23600;BOUSSAC; 4 556; 4 556;23600; 4 556
23700;AUZANCES; 3 987; 3 987;23700; 3 987
23800;DUN-LE-PALESTEL; 4 317; 4 317;23C01; 4 805
24000;PÉRIGUEUX; 29 896; 29 896;24000; 29 896
24100;BERGERAC; 30 568; 30 568;24100; 30 568
24110;SAINT-ASTIER; 11 421; 11 421;24110; 11 421
24120;TERRASSON-LAVILLEDIEU; 10 189; 10 756;24120; 10 189
24130;PRIGONRIEUX; 12 172; 13 744;24130; 12 172
24140;EYRAUD-CREMPSE-MAURENS; 4 222; 5 794;24140; 5 794
24150;LALINDE; 8 165; 8 165;24150; 8 165
24160;EXCIDEUIL; 5 131; 5 131;24160; 5 131
24170;PAYS DE BELVÈS; 4 818; 4 818;24170; 4 818
24190;NEUVIC; 7 311; 7 311;24190; 7 311
24200;SARLAT-LA-CANÉDA; 14 788; 14 788;24200; 14 788
24210;THENON; 6 045; 6 045;24210; 6 045
24220;SAINT-CYPRIEN; 6 230; 6 230;24220; 6 230
24230;SAINT-ANTOINE-DE-BREUILH; 7 570; 7 570;24230; 7 570
24240;SIGOULÈS-ET-FLAUGEAC; 5 946; 5 946;24240; 5 946
24250;CÉNAC-ET-SAINT-JULIEN; 6 157; 6 157;24250; 6 157
24260;LE BUGUE; 5 005; 6 102;24260; 5 005
24270;LANOUAILLE; 4 651; 4 651;24270; 4 651
24290;MONTIGNAC-LASCAUX; 5 916; 6 483;24290; 6 483
24300;NONTRON; 8 442; 8 442;24300; 8 442
24310;BRANTÔME EN PÉRIGORD; 1 909; 5 579;24310; 5 579
24320;VERTEILLAC; 4 429; 4 429;24320; 4 429
24330;BOULAZAC ISLE MANOIRE; 2 589; 17 736;24C01; 40 381
24340;MAREUIL EN PÉRIGORD; 2 989; 2 989;24340; 2 989
24350;TOCANE-SAINT-APRE; 7 269; 7 269;24350; 7 269
24360;PIÉGUT-PLUVIERS; 3 943; 3 943;24360; 3 943
24370;PECHS-DE-L'ESPÉRANCE; 3 930; 3 930;24370; 3 930
24380;VERGT; 5 784; 11 976;24380; 5 784
24390;HAUTEFORT; 3 365; 3 365;24390; 3 365
24400;MUSSIDAN; 10 992; 10 992;24400; 10 992
24410;SAINT AULAYE-PUYMANGOU; 4 208; 4 208;24410; 4 208
24420;SORGES ET LIGUEUX EN PÉRIGORD; 5 048; 6 638;24420; 6 638
24430;MARSAC-SUR-L'ISLE; 9 164; 9 164;24430; 9 164
24440;BEAUMONTOIS EN PÉRIGORD; 3 107; 3 107;24440; 3 107
24450;LA COQUILLE; 3 005; 3 005;24450; 3 005
24460;CHÂTEAU-L'ÉVÊQUE; 4 975; 10 235;24460; 4 975
24470;SAINT-PARDOUX-LA-RIVIÈRE; 2 769; 2 769;24470; 2 769
24480;LE BUISSON-DE-CADOUIN; 2 890; 2 890;24480; 2 890
24490;LA ROCHE-CHALAIS; 3 022; 3 022;24490; 3 022
24500;EYMET; 4 683; 4 683;24500; 4 683
24510;VAL DE LOUYRE ET CAUDEAU; 2 123; 3 711;24510; 3 711
24520;COURS-DE-PILE; 6 848; 6 848;24520; 6 848
24530;CHAMPAGNAC-DE-BELAIR; 2 661; 6 331;24530; 2 661
24540;CAPDROT; 2 260; 2 260;24540; 2 260
24550;VILLEFRANCHE-DU-PÉRIGORD; 2 152; 2 152;24550; 2 152
24560;ISSIGEAC; 4 609; 4 609;24560; 4 609
24570;LE LARDIN-SAINT-LAZARE; 2 568; 2 568;24570; 2 568
24580;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC; 2 597; 2 597;24580; 2 597
24590;SALIGNAC-EYVIGUES; 4 147; 4 147;24590; 4 147
24600;RIBÉRAC; 9 336; 9 336;24600; 9 336
24610;VILLEFRANCHE-DE-LONCHAT; 3 560; 3 560;24610; 3 560
24620;LES EYZIES; 1 489; 2 586;24620; 2 586
24630;JUMILHAC-LE-GRAND; 1 175; 1 175;24630; 1 175
24640;CUBJAC-AUVÉZÈRE-VAL D'ANS; 1 443; 5 853;24640; 1 443
24650;CHANCELADE; 4 378; 4 378;24650; 4 378
24660;COULOUNIEIX-CHAMIERS; 7 387; 11 991;24C01; 40 381
24680;LAMONZIE-SAINT-MARTIN; 4 209; 4 209;24680; 4 209
24700;MONTPON-MÉNESTÉROL; 12 569; 12 569;24700; 12 569
24750;TRÉLISSAC; 10 654; 25 995;24C01; 40 381
24800;THIVIERS; 9 585; 9 585;24800; 9 585
25000;BESANÇON; 117 912; 117 912;25000; 117 912
25110;BAUME-LES-DAMES; 8 209; 8 209;25110; 8 209
25111;MONTGESOYE;  472;  472;25C04; 1 782
25113;SAINTE-MARIE;  680;  680;25C01; 6 935
25115;POUILLEY-LES-VIGNES; 1 982; 1 982;25115; 1 982
25120;MAÎCHE; 5 472; 5 472;25120; 5 472
25130;VILLERS-LE-LAC; 5 188; 5 188;25130; 5 188
25140;CHARQUEMONT; 4 732; 4 732;25140; 4 732
25150;PONT-DE-ROIDE-VERMONDANS; 7 834; 7 834;25150; 7 834
25160;LABERGEMENT-SAINTE-MARIE; 5 929; 5 929;25160; 5 929
25170;PELOUSEY; 9 254; 9 254;25170; 9 254
25190;SAINT-HIPPOLYTE; 5 207; 5 207;25190; 5 207
25200;MONTBÉLIARD; 37 033; 37 033;25200; 37 033
25210;LE RUSSEY; 5 796; 5 796;25210; 5 796
25220;THISE; 10 084; 10 084;25220; 10 084
25230;SELONCOURT; 8 408; 8 408;25230; 8 408
25240;MOUTHE; 2 937; 2 937;25240; 2 937
25250;L'ISLE-SUR-LE-DOUBS; 7 098; 7 098;25250; 7 098
25260;MONTENOIS; 5 836; 5 836;25260; 5 836
25270;LEVIER; 4 251; 4 251;25270; 4 251
25290;ORNANS; 1 406; 5 829;25290; 5 829
25300;PONTARLIER; 30 203; 30 203;25300; 30 203
25310;HÉRIMONCOURT; 8 469; 8 469;25310; 8 469
25320;MONTFERRAND-LE-CHÂTEAU; 8 957; 11 934;25320; 11 934
25330;AMANCEY; 4 182; 4 182;25330; 4 182
25340;PAYS-DE-CLERVAL; 4 029; 4 029;25340; 4 029
25350;MANDEURE; 4 795; 4 795;25350; 4 795
25360;NANCRAY; 5 493; 5 493;25360; 5 493
25370;JOUGNE; 6 567; 6 567;25370; 6 567
25380;BELLEHERBE; 2 267; 2 267;25380; 2 267
25390;ORCHAMPS-VENNES; 5 890; 5 890;25390; 5 890
25400;AUDINCOURT; 18 586; 18 586;25400; 18 586
25410;SAINT-VIT; 10 024; 10 980;25410; 10 024
25420;VOUJEAUCOURT; 7 431; 7 431;25420; 7 431
25430;SANCEY; 2 613; 2 613;25430; 2 613
25440;QUINGEY; 6 723; 6 723;25440; 6 723
25450;DAMPRICHARD; 1 856; 1 856;25450; 1 856
25460;ÉTUPES; 3 724; 3 724;25460; 3 724
25470;TRÉVILLERS; 2 437; 2 437;25470; 2 437
25480;ÉCOLE-VALENTIN; 7 315; 7 315;25480; 7 315
25490;FESCHES-LE-CHÂTEL; 5 320; 5 320;25490; 5 320
25500;MORTEAU; 14 391; 14 391;25500; 14 391
25510;PIERREFONTAINE-LES-VARANS; 2 410; 2 410;25510; 2 410
25520;GOUX-LES-USIERS; 4 364; 4 364;25520; 4 364
25530;VERCEL-VILLEDIEU-LE-CAMP; 3 210; 3 210;25530; 3 210
25550;BAVANS; 6 255; 6 255;25C01; 6 935
25560;FRASNE; 5 537; 5 537;25560; 5 537
25570;GRAND'COMBE-CHÂTELEU; 1 484; 1 484;25C03; 2 272
25580;ÉTALANS; 3 418; 5 013;25580; 5 013
25600;SOCHAUX; 9 469; 9 469;25600; 9 469
25610;ARC-ET-SENANS; 1 619; 1 619;25610; 1 619
25620;MAMIROLLE; 5 164; 11 182;25620; 5 164
25630;SAINTE-SUZANNE; 1 455; 1 455;25630; 1 455
25640;MARCHAUX-CHAUDEFONTAINE; 6 779; 6 779;25640; 6 779
25650;GILLEY; 5 044; 5 044;25650; 5 044
25660;SAÔNE; 8 311; 9 562;25660; 9 562
25680;ROUGEMONT; 3 130; 3 130;25680; 3 130
25690;AVOUDREY; 1 502; 1 502;25690; 1 502
25700;VALENTIGNEY; 13 424; 13 424;25700; 13 424
25720;AVANNE-AVENEY; 5 089; 6 340;25720; 5 089
25750;ARCEY; 3 143; 3 143;25750; 3 143
25770;FRANOIS; 4 059; 6 080;25770; 4 059
25790;LES GRAS;  788;  788;25C03; 2 272
25800;VALDAHON; 6 664; 6 664;25800; 6 664
25820;LAISSEY;  445;  445;25C02; 1 061
25840;VUILLAFANS;  746;  746;25C04; 1 782
25870;LES AUXONS; 12 047; 12 047;25870; 12 047
25920;MOUTHIER-HAUTE-PIERRE;  341;  341;25C04; 1 782
25930;LODS;  223;  223;25C04; 1 782
25960;DELUZ;  616;  616;25C02; 1 061
26000;VALENCE; 64 749; 64 749;26000; 64 749
26100;ROMANS-SUR-ISÈRE; 33 098; 33 098;26100; 33 098
26110;NYONS; 13 935; 13 935;26110; 13 935
26120;CHABEUIL; 22 643; 22 643;26120; 22 643
26130;SAINT-PAUL-TROIS-CHÂTEAUX; 12 376; 12 376;26130; 12 376
26140;SAINT-RAMBERT-D'ALBON; 14 143; 14 143;26140; 14 143
26150;DIE; 6 702; 6 702;26150; 6 702
26160;LA BÉGUDE-DE-MAZENC; 8 159; 8 159;26160; 8 159
26170;BUIS-LES-BARONNIES; 5 571; 5 571;26170; 5 571
26190;SAINT-JEAN-EN-ROYANS; 7 602; 7 602;26190; 7 602
26200;MONTÉLIMAR; 41 188; 41 188;26200; 41 188
26210;SAINT-SORLIN-EN-VALLOIRE; 7 221; 7 221;26210; 7 221
26220;DIEULEFIT; 4 073; 4 073;26220; 4 073
26230;GRIGNAN; 4 621; 4 621;26230; 4 621
26240;SAINT-VALLIER; 13 363; 13 363;26240; 13 363
26250;LIVRON-SUR-DRÔME; 9 202; 9 202;26250; 9 202
26260;SAINT-DONAT-SUR-L'HERBASSE; 11 774; 11 774;26260; 11 774
26270;LORIOL-SUR-DRÔME; 9 663; 9 663;26270; 9 663
26290;DONZÈRE; 6 585; 6 585;26290; 6 585
26300;BOURG-DE-PÉAGE; 30 482; 30 482;26300; 30 482
26310;LUC-EN-DIOIS; 1 815; 1 815;26C03; 2 536
26320;SAINT-MARCEL-LÈS-VALENCE; 6 289; 6 289;26320; 6 289
26330;CHÂTEAUNEUF-DE-GALAURE; 2 803; 2 803;26330; 2 803
26340;SAILLANS; 2 880; 2 880;26340; 2 880
26350;VALHERBASSE; 2 935; 2 935;26350; 2 935
26380;PEYRINS; 2 629; 2 629;26380; 2 629
26390;HAUTERIVES; 2 262; 2 262;26C01; 3 168
26400;CREST; 24 393; 24 393;26400; 24 393
26410;CHÂTILLON-EN-DIOIS; 1 686; 1 686;26C02; 2 221
26420;LA CHAPELLE-EN-VERCORS; 1 991; 1 991;26420; 1 991
26450;CHAROLS; 3 229; 3 229;26450; 3 229
26460;BOURDEAUX; 1 349; 1 349;26460; 1 349
26470;LA MOTTE-CHALANCON;  721;  721;26C03; 2 536
26500;BOURG-LÈS-VALENCE; 19 792; 19 792;26500; 19 792
26510;RÉMUZAT; 1 192; 1 192;26510; 1 192
26530;LE GRAND-SERRE;  906;  906;26C01; 3 168
26540;MOURS-SAINT-EUSÈBE; 3 229; 3 229;26540; 3 229
26560;SÉDERON; 1 152; 1 152;26C04; 1 942
26570;MONTBRUN-LES-BAINS;  790;  790;26C04; 1 942
26600;TAIN-L'HERMITAGE; 24 212; 24 212;26600; 24 212
26620;LUS-LA-CROIX-HAUTE;  535;  535;26C02; 2 221
26700;PIERRELATTE; 14 625; 14 625;26700; 14 625
26730;EYMEUX; 2 593; 2 593;26730; 2 593
26740;MONTBOUCHER-SUR-JABRON; 11 373; 11 373;26740; 11 373
26750;GÉNISSIEUX; 8 817; 8 817;26750; 8 817
26760;BEAUMONT-LÈS-VALENCE; 5 780; 5 780;26760; 5 780
26770;TAULIGNAN; 3 702; 3 702;26770; 3 702
26780;CHÂTEAUNEUF-DU-RHÔNE; 7 800; 7 800;26780; 7 800
26790;SUZE-LA-ROUSSE; 8 277; 8 277;26790; 8 277
26800;PORTES-LÈS-VALENCE; 19 840; 19 840;26800; 19 840
27000;ÉVREUX; 46 349; 46 349;27000; 46 349
27100;VAL-DE-REUIL; 16 591; 16 796;27100; 16 591
27110;LE NEUBOURG; 15 360; 15 360;27110; 15 360
27120;PACY-SUR-EURE; 16 256; 16 256;27120; 16 256
27130;VERNEUIL D'AVRE ET D'ITON; 2 517; 10 131;27C14; 18 323
27140;GISORS; 13 132; 13 132;27140; 13 132
27150;ÉTRÉPAGNY; 11 292; 13 018;27C10; 13 736
27160;BRETEUIL; 6 866; 21 932;27C14; 18 323
27170;BEAUMONT-LE-ROGER; 9 635; 12 041;27170; 9 635
27180;SAINT-SÉBASTIEN-DE-MORSENT; 13 737; 13 737;27180; 13 737
27190;CONCHES-EN-OUCHE; 16 891; 16 891;27C07; 17 112
27200;VERNON; 23 727; 23 727;27200; 23 727
27210;BEUZEVILLE; 13 579; 13 579;27210; 13 579
27220;SAINT-ANDRÉ-DE-L'EURE; 14 675; 14 675;27220; 14 675
27230;THIBERVILLE; 6 712; 6 712;27230; 6 712
27240;MESNILS-SUR-ITON; 2 686; 10 138;27240; 8 812
27250;RUGLES; 5 309; 5 309;27250; 5 309
27260;ÉPAIGNES; 5 200; 5 200;27260; 5 200
27270;BROGLIE; 4 010; 9 976;27270; 4 010
27290;APPEVILLE-ANNEBAULT; 7 203; 8 212;27290; 7 203
27300;BERNAY; 15 745; 19 563;27300; 17 157
27310;BOURG-ACHARD; 12 369; 12 369;27310; 12 369
27320;NONANCOURT; 6 999; 6 999;27C09; 7 998
27330;MESNIL-EN-OUCHE; 2 032; 6 586;27C12; 7 025
27340;PONT-DE-L'ARCHE; 7 498; 8 989;27340; 7 498
27350;ROUTOT; 7 236; 7 236;27350; 7 236
27360;PONT-SAINT-PIERRE; 1 134; 1 134;27C06; 4 422
27370;LE THUIT DE L'OISON; 16 466; 18 033;27370; 16 466
27380;FLEURY-SUR-ANDELLE; 7 602; 8 593;27380; 8 593
27390;MONTREUIL-L'ARGILLÉ; 2 129; 2 129;27390; 2 129
27400;LOUVIERS; 30 527; 32 800;27400; 32 800
27410;LE NOYER-EN-OUCHE;  439; 4 993;27C12; 7 025
27420;CHÂTEAU-SUR-EPTE; 2 584; 8 536;27420; 2 584
27430;ANDÉ; 5 259; 5 464;27430; 5 464
27440;ÉCOUIS; 2 689; 3 680;27C05; 3 156
27450;SAINT-GEORGES-DU-VIÈVRE; 2 931; 2 931;27450; 2 931
27460;IGOVILLE; 4 677; 4 677;27460; 4 677
27470;SERQUIGNY; 2 596; 2 596;27470; 2 596
27480;LYONS-LA-FORÊT; 2 322; 2 322;27C11; 2 838
27490;CLEF VALLÉE D'EURE; 3 670; 3 670;27490; 3 670
27500;PONT-AUDEMER; 20 877; 22 121;27500; 22 121
27510;VEXIN-SUR-EPTE; 1 858; 7 810;27C13; 8 266
27520;GRAND BOURGTHEROULDE; 5 490; 8 066;27520; 8 066
27530;ÉZY-SUR-EURE; 5 079; 5 079;27530; 5 079
27540;IVRY-LA-BATAILLE; 2 665; 2 665;27540; 2 665
27550;NASSANDRES SUR RISLE;  0; 2 406;27550; 2 406
27560;LIEUREY; 3 131; 3 131;27560; 3 131
27570;TILLIÈRES-SUR-AVRE; 1 938; 1 938;27570; 1 938
27580;BOURTH; 1 531; 1 531;27C01; 1 939
27590;PÎTRES; 2 648; 2 648;27590; 2 648
27600;GAILLON; 12 893; 19 025;27600; 12 893
27610;ROMILLY-SUR-ANDELLE; 3 288; 3 288;27C06; 4 422
27620;GASNY; 4 970; 4 970;27620; 4 970
27630;HEUBÉCOURT-HARICOURT;  456; 6 408;27C13; 8 266
27640;BREUILPONT; 2 490; 2 490;27640; 2 490
27650;MESNIL-SUR-L'ESTRÉE; 1 884; 1 884;27C03; 2 771
27660;BÉZU-SAINT-ÉLOI; 1 855; 1 855;27C04; 3 173
27670;BOSROUMOIS; 5 345; 5 345;27670; 5 345
27680;QUILLEBEUF-SUR-SEINE; 3 747; 4 991;27680; 3 747
27690;LÉRY; 2 028; 2 028;27690; 2 028
27700;LES ANDELYS; 11 453; 14 948;27700; 11 453
27710;SAINT-GEORGES-MOTEL;  887;  887;27C03; 2 771
27720;DANGU;  990;  990;27C02; 1 647
27730;BUEIL; 2 147; 2 147;27730; 2 147
27740;POSES; 1 158; 1 158;27740; 1 158
27750;LA COUTURE-BOUSSEY; 2 308; 2 308;27750; 2 308
27760;LA FERRIÈRE-SUR-RISLE;  221;  221;27C07; 17 112
27770;ILLIERS-L'ÉVÊQUE;  999;  999;27C09; 7 998
27780;GARENNES-SUR-EURE; 1 945; 1 945;27780; 1 945
27790;ROSAY-SUR-LIEURE;  516;  516;27C11; 2 838
27800;BRIONNE; 11 555; 11 555;27C08; 12 252
27810;MARCILLY-SUR-EURE; 1 599; 1 599;27810; 1 599
27820;ARMENTIÈRES-SUR-AVRE;  408;  408;27C01; 1 939
27830;NEAUFLES-SAINT-MARTIN; 1 318; 1 318;27C04; 3 173
27850;MÉNESQUEVILLE;  467;  467;27C05; 3 156
27860;HEUDICOURT;  718;  718;27C10; 13 736
27870;VESLY;  657;  657;27C02; 1 647
27890;LA NEUVILLE-DU-BOSC;  697;  697;27C08; 12 252
27910;PERRIERS-SUR-ANDELLE; 3 699; 3 699;27910; 3 699
27920;SAINT-PIERRE-DE-BAILLEUL; 1 353; 1 353;27920; 1 353
27930;GRAVIGNY; 22 364; 22 364;27930; 22 364
27940;LE VAL D'HAZEY; 4 529; 11 648;27940; 11 648
27950;SAINT-MARCEL; 9 191; 9 191;27950; 9 191
28000;CHARTRES; 38 534; 38 534;28000; 38 534
28100;DREUX; 30 646; 30 646;28100; 30 646
28110;LUCÉ; 15 403; 15 403;28110; 15 403
28120;ILLIERS-COMBRAY; 11 700; 11 700;28120; 11 700
28130;MAINTENON; 17 748; 17 748;28130; 17 748
28140;ORGÈRES-EN-BEAUCE; 5 243; 6 490;28140; 5 243
28150;LES VILLAGES VOVÉENS; 7 855; 9 808;28150; 9 102
28160;BROU; 8 919; 8 919;28160; 8 919
28170;CHÂTEAUNEUF-EN-THYMERAIS; 10 781; 10 781;28170; 10 781
28190;COURVILLE-SUR-EURE; 15 019; 15 019;28190; 15 019
28200;CHÂTEAUDUN; 22 530; 22 530;28200; 22 530
28210;NOGENT-LE-ROI; 14 370; 14 370;28210; 14 370
28220;CLOYES-LES-TROIS-RIVIÈRES; 5 618; 9 271;28220; 5 618
28230;ÉPERNON; 6 856; 6 856;28230; 6 856
28240;LA LOUPE; 10 604; 10 604;28240; 10 604
28250;SENONCHES; 5 761; 5 761;28250; 5 761
28260;ANET; 11 955; 11 955;28260; 11 955
28270;BREZOLLES; 5 596; 5 596;28270; 5 596
28290;COMMUNE NOUVELLE D'ARROU;  300; 3 953;28290; 3 953
28300;MAINVILLIERS; 34 382; 34 382;28300; 34 382
28310;TOURY; 8 862; 9 552;28310; 9 552
28320;GALLARDON; 7 279; 7 279;28320; 7 279
28330;AUTHON-DU-PERCHE; 4 165; 4 165;28330; 4 165
28340;LA FERTÉ-VIDAME; 1 989; 1 989;28340; 1 989
28350;SAINT-LUBIN-DES-JONCHERETS; 4 757; 4 757;28350; 4 757
28360;DAMMARIE; 4 881; 5 587;28360; 5 587
28380;SAINT-RÉMY-SUR-AVRE; 4 041; 4 041;28380; 4 041
28400;NOGENT-LE-ROTROU; 13 681; 13 681;28400; 13 681
28410;ABONDANT; 10 103; 10 103;28410; 10 103
28480;THIRON-GARDAIS; 4 894; 4 894;28480; 4 894
28500;VERNOUILLET; 27 491; 27 491;28500; 27 491
28600;LUISANT; 6 689; 6 689;28600; 6 689
28630;LE COUDRAY; 17 136; 17 136;28630; 17 136
28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN; 18 503; 19 193;28700; 18 503
28800;BONNEVAL; 10 988; 10 988;28800; 10 988
29000;QUIMPER; 63 283; 63 283;29000; 63 283
29100;DOUARNENEZ; 18 227; 18 227;29100; 18 227
29120;PONT-L'ABBÉ; 18 664; 18 664;29C04; 19 397
29140;ROSPORDEN; 15 268; 15 268;29140; 15 268
29150;CHÂTEAULIN; 9 523; 9 523;29150; 9 523
29160;CROZON; 9 356; 9 356;29160; 9 356
29170;FOUESNANT; 16 555; 16 555;29170; 16 555
29180;PLOGONNEC; 6 915; 6 915;29180; 6 915
29190;PLEYBEN; 8 035; 8 035;29190; 8 035
29200;BREST; 139 926; 139 926;29200; 139 926
29217;PLOUGONVELIN; 7 293; 7 293;29217; 7 293
29233;CLÉDER; 3 683; 3 683;29233; 3 683
29241;LOCQUIREC; 1 513; 1 513;29241; 1 513
29242;OUESSANT;  833;  833;29C06; 9 972
29246;POULLAOUEN;  0; 1 480;29246; 1 480
29250;SAINT-POL-DE-LÉON; 12 059; 12 059;29250; 12 059
29252;PLOUEZOC'H; 1 610; 1 610;29252; 1 610
29253;ÎLE-DE-BATZ;  452;  452;29C01; 3 941
29259;ÎLE-MOLÈNE;  160;  160;29C06; 9 972
29260;LESNEVEN; 21 203; 21 203;29260; 21 203
29270;CARHAIX-PLOUGUER; 11 787; 11 787;29270; 11 787
29280;PLOUZANÉ; 18 588; 18 588;29280; 18 588
29290;SAINT-RENAN; 14 506; 14 506;29290; 14 506
29300;QUIMPERLÉ; 24 098; 24 098;29300; 24 098
29310;QUERRIEN; 2 847; 2 847;29310; 2 847
29340;RIEC-SUR-BÉLON; 4 180; 4 180;29340; 4 180
29350;MOËLAN-SUR-MER; 6 742; 6 742;29350; 6 742
