Code postal 2022;Libellé poste;Population 2019 desservie par le code postal, au minimum (en ne comptabilisant aucune commune multidistribuée);Population 2019 desservie par le code postal, au maximum (en comptabilisant toutes les communes multidistribuée);Code géographique PMSI 2022;Population 2019 desservie par le code géo PMSI
60220;FORMERIE; 8 309; 8 309;60220; 8 309
60230;CHAMBLY; 10 147; 10 147;60230; 10 147
60240;CHAUMONT-EN-VEXIN; 17 548; 17 548;60240; 17 548
60250;MOUY; 13 618; 13 618;60250; 13 618
60260;LAMORLAYE; 8 784; 8 784;60260; 8 784
60270;GOUVIEUX; 8 978; 8 978;60270; 8 978
60280;MARGNY-LÈS-COMPIÈGNE; 14 237; 14 237;60280; 14 237
60290;LAIGNEVILLE; 14 907; 14 907;60290; 14 907
60300;SENLIS; 20 263; 20 263;60300; 20 263
60310;LASSIGNY; 8 465; 8 465;60310; 8 465
60320;BÉTHISY-SAINT-PIERRE; 6 501; 6 501;60320; 6 501
60330;LE PLESSIS-BELLEVILLE; 7 470; 7 470;60330; 7 470
60340;SAINT-LEU-D'ESSERENT; 6 996; 6 996;60340; 6 996
60350;CUISE-LA-MOTTE; 14 234; 14 234;60350; 14 234
60360;CRÈVECŒUR-LE-GRAND; 7 222; 7 222;60360; 7 222
60370;HERMES; 4 765; 4 765;60370; 4 765
60380;SONGEONS; 4 447; 4 447;60380; 4 447
60390;AUNEUIL; 6 806; 6 806;60390; 6 806
60400;NOYON; 25 910; 25 910;60400; 25 910
60410;VERBERIE; 6 688; 6 688;60410; 6 688
60420;MAIGNELAY-MONTIGNY; 9 016; 9 016;60420; 9 016
60430;NOAILLES; 8 217; 8 217;60430; 8 217
60440;NANTEUIL-LE-HAUDOUIN; 8 214; 8 214;60440; 8 214
60460;PRÉCY-SUR-OISE; 4 405; 4 405;60460; 4 405
60480;FROISSY; 8 163; 8 163;60480; 8 163
60490;RESSONS-SUR-MATZ; 7 527; 7 527;60490; 7 527
60500;CHANTILLY; 12 352; 12 352;60500; 12 352
60510;BRESLES; 13 607; 13 607;60510; 13 607
60520;LA CHAPELLE-EN-SERVAL; 5 066; 5 066;60520; 5 066
60530;NEUILLY-EN-THELLE; 11 097; 11 097;60530; 11 097
60540;BORNEL; 6 237; 6 237;60540; 6 237
60550;VERNEUIL-EN-HALATTE; 4 707; 4 707;60550; 4 707
60560;ORRY-LA-VILLE; 3 351; 3 351;60560; 3 351
60570;ANDEVILLE; 5 620; 5 620;60570; 5 620
60580;COYE-LA-FORÊT; 3 976; 3 976;60580; 3 976
60590;SÉRIFONTAINE; 8 710; 8 710;60590; 8 710
60600;CLERMONT; 21 675; 21 675;60600; 21 675
60610;LACROIX-SAINT-OUEN; 4 891; 4 891;60610; 4 891
60620;BETZ; 5 629; 5 629;60620; 5 629
60640;GUISCARD; 5 487; 5 487;60640; 5 487
60650;LACHAPELLE-AUX-POTS; 12 254; 12 254;60650; 12 254
60660;CIRES-LÈS-MELLO; 6 989; 6 989;60660; 6 989
60680;GRANDFRESNOY; 3 386; 3 386;60680; 3 386
60690;MARSEILLE-EN-BEAUVAISIS; 3 505; 3 505;60690; 3 505
60700;PONT-SAINTE-MAXENCE; 22 356; 22 356;60700; 22 356
60710;CHEVRIÈRES; 2 688; 2 688;60710; 2 688
60730;SAINTE-GENEVIÈVE; 8 107; 8 107;60730; 8 107
60740;SAINT-MAXIMIN; 2 847; 2 847;60740; 2 847
60750;CHOISY-AU-BAC; 3 288; 3 288;60C01; 3 918
60790;LA DRENNE; 2 105; 3 668;60790; 2 105
60800;CRÉPY-EN-VALOIS; 19 557; 19 557;60800; 19 557
60810;RULLY; 2 389; 2 389;60810; 2 389
60820;BORAN-SUR-OISE; 2 142; 2 142;60820; 2 142
60840;BREUIL-LE-SEC; 4 796; 4 796;60840; 4 796
60850;SAINT-GERMER-DE-FLY; 5 169; 5 169;60850; 5 169
60860;SAINT-OMER-EN-CHAUSSÉE; 2 543; 2 543;60860; 2 543
60870;VILLERS-SAINT-PAUL; 9 993; 9 993;60870; 9 993
60880;LE MEUX; 5 174; 5 174;60880; 5 174
60890;MAREUIL-SUR-OURCQ; 3 884; 3 884;60C02; 4 459
60930;BAILLEUL-SUR-THÉRAIN; 2 318; 2 318;60C05; 3 575
60940;CINQUEUX; 3 811; 3 811;60940; 3 811
60950;VER-SUR-LAUNETTE; 2 543; 2 543;60950; 2 543
60960;FEUQUIÈRES; 1 366; 1 366;60960; 1 366
61000;ALENÇON; 30 516; 30 516;61000; 30 516
61100;FLERS; 27 831; 32 048;61C03; 33 970
61110;SABLONS SUR HUISNE; 6 894; 7 486;61110; 7 486
61120;VIMOUTIERS; 5 274; 6 234;61120; 5 274
61130;BELFORÊT-EN-PERCHE; 5 165; 10 162;61130; 6 730
61140;RIVES D'ANDAINE;  0; 7 945;61C04; 10 037
61150;ÉCOUCHÉ-LES-VALLÉES; 3 452; 5 642;61150; 5 642
61160;GOUFFERN EN AUGE; 4 879; 8 579;61C05; 8 921
61170;SAINT-JULIEN-SUR-SARTHE; 4 814; 4 814;61170; 4 814
61190;TOUROUVRE AU PERCHE; 4 821; 4 821;61190; 4 821
61200;ARGENTAN; 16 670; 22 560;61200; 16 670
61210;PUTANGES-LE-LAC; 4 961; 4 961;61210; 4 961
61220;BRIOUZE; 5 010; 5 010;61220; 5 010
61230;GACÉ; 3 624; 3 624;61230; 3 624
61240;LE MERLERAULT; 1 781; 2 670;61240; 1 781
61250;CONDÉ-SUR-SARTHE; 14 500; 14 500;61250; 14 500
61260;VAL-AU-PERCHE; 1 770; 5 202;61260; 5 202
61270;RAI; 5 455; 5 455;61270; 5 455
61290;LONGNY LES VILLAGES; 3 959; 3 959;61290; 3 959
61300;L'AIGLE; 13 942; 13 942;61300; 13 942
61310;LE PIN-AU-HARAS;  342; 4 042;61C05; 8 921
61320;CARROUGES; 3 523; 4 293;61320; 3 523
61330;CEAUCÉ; 1 471; 3 633;61C04; 10 037
61340;PERCHE EN NOCÉ; 4 080; 8 104;61340; 4 080
61350;PASSAIS VILLAGES; 3 057; 3 057;61350; 3 057
61360;PERVENCHÈRES; 1 758; 3 323;61360; 1 758
61370;SAINTE-GAUBURGE-SAINTE-COLOMBE; 2 123; 2 123;61370; 2 123
61380;MOULINS-LA-MARCHE; 2 512; 2 512;61380; 2 512
61390;COURTOMER; 1 570; 1 570;61390; 1 570
61400;MORTAGNE-AU-PERCHE; 9 083; 10 648;61400; 9 083
61410;TESSÉ-FROULAY;  621; 8 858;61C04; 10 037
61420;SAINT-DENIS-SUR-SARTHON; 2 452; 3 222;61420; 3 222
61430;SAINTE-HONORINE-LA-CHARDONNE; 1 922; 6 139;61C03; 33 970
61440;MESSEI; 2 784; 2 784;61440; 2 784
61450;LA FERRIÈRE-AUX-ÉTANGS; 2 550; 2 550;61C01; 3 414
61470;SAP-EN-AUGE;  591; 4 643;61470; 1 551
61490;SAINT-CLAIR-DE-HALOUZE;  864;  864;61C01; 3 414
61500;SÉES; 8 064; 10 106;61500; 8 953
61550;LA FERTÉ-EN-OUCHE; 1 086; 4 178;61550; 4 178
61560;BAZOCHES-SUR-HOËNE; 2 251; 2 251;61560; 2 251
61570;BOISCHAMPRÉ; 3 747; 4 900;61570; 4 900
61600;LA FERTÉ MACÉ; 4 545; 12 463;61600; 9 731
61700;DOMFRONT EN POIRAIE; 8 296; 8 296;61700; 8 296
61790;SAINT-PIERRE-DU-REGARD; 1 404; 1 404;61790; 1 404
61800;TINCHEBRAY-BOCAGE; 8 237; 8 237;61800; 8 237
62000;ARRAS; 47 375; 47 375;62000; 47 375
62100;CALAIS; 72 509; 72 509;62100; 72 509
62110;HÉNIN-BEAUMONT; 25 992; 25 992;62110; 25 992
62111;BIENVILLERS-AU-BOIS; 3 350; 3 350;62111; 3 350
62112;CORBEHEM; 3 688; 3 688;62112; 3 688
62113;LABOURSE; 7 316; 7 316;62113; 7 316
62114;SAINS-EN-GOHELLE; 6 060; 6 060;62114; 6 060
62116;BUCQUOY; 3 236; 3 236;62116; 3 236
62117;BREBIÈRES; 5 088; 5 088;62117; 5 088
62118;BIACHE-SAINT-VAAST; 9 263; 9 263;62118; 9 263
62119;DOURGES; 5 928; 5 928;62119; 5 928
62120;AIRE-SUR-LA-LYS; 26 452; 27 265;62120; 27 265
62121;ACHIET-LE-GRAND; 3 510; 3 510;62121; 3 510
62122;LAPUGNOY; 5 131; 5 131;62122; 5 131
62123;BEAUMETZ-LÈS-LOGES; 6 127; 6 127;62123; 6 127
62124;BERTINCOURT; 4 602; 4 602;62124; 4 602
62126;WIMILLE; 5 029; 5 029;62126; 5 029
62127;TINCQUES; 4 737; 4 737;62127; 4 737
62128;CROISILLES; 6 619; 6 619;62128; 6 619
62129;ECQUES; 5 513; 6 326;62129; 5 513
62130;SAINT-POL-SUR-TERNOISE; 13 342; 13 342;62130; 13 342
62131;VERQUIN; 5 170; 5 170;62131; 5 170
62132;HARDINGHEN; 3 486; 3 486;62132; 3 486
62134;ANVIN; 4 277; 4 277;62134; 4 277
62136;LESTREM; 10 856; 10 856;62136; 10 856
62137;COULOGNE; 5 430; 5 430;62137; 5 430
62138;DOUVRIN; 23 414; 23 414;62138; 23 414
62140;HESDIN; 11 750; 11 750;62140; 11 750
62141;ÉVIN-MALMAISON; 4 625; 4 625;62141; 4 625
62142;COLEMBERT; 3 139; 3 139;62142; 3 139
62143;ANGRES; 4 698; 4 698;62143; 4 698
62144;MONT-SAINT-ÉLOI; 3 626; 3 626;62144; 3 626
62145;ENQUIN-LEZ-GUINEGATTE; 2 870; 2 870;62145; 2 870
62147;HERMIES; 2 427; 2 427;62147; 2 427
62149;ANNEQUIN; 7 441; 7 441;62149; 7 441
62150;HOUDAIN; 11 578; 11 578;62150; 11 578
62151;BURBURE; 2 833; 2 833;62151; 2 833
62152;NEUFCHÂTEL-HARDELOT; 4 774; 4 774;62152; 4 774
62153;SOUCHEZ; 4 471; 4 471;62153; 4 471
62155;MERLIMONT; 3 401; 3 401;62155; 3 401
62156;VIS-EN-ARTOIS; 2 737; 2 737;62156; 2 737
62157;ALLOUAGNE; 2 890; 2 890;62157; 2 890
62158;SAULTY; 1 926; 1 926;62158; 1 926
62159;VAULX-VRAUCOURT; 1 653; 1 653;62159; 1 653
62160;BULLY-LES-MINES; 22 878; 22 878;62160; 22 878
62161;MARŒUIL; 4 769; 4 769;62161; 4 769
62162;VIEILLE-ÉGLISE; 2 535; 2 535;62162; 2 535
62164;AMBLETEUSE; 2 580; 2 580;62164; 2 580
62170;MONTREUIL; 15 298; 15 298;62170; 15 298
62172;BOUVIGNY-BOYEFFLES; 2 372; 2 372;62172; 2 372
62173;RIVIÈRE; 2 335; 2 335;62173; 2 335
62175;BOISLEUX-AU-MONT; 1 577; 1 577;62175; 1 577
62176;CAMIERS; 2 730; 2 730;62176; 2 730
62179;WISSANT; 2 038; 2 038;62179; 2 038
62180;RANG-DU-FLIERS; 9 297; 9 297;62180; 9 297
62182;CAGNICOURT; 1 255; 1 255;62182; 1 255
62185;FRÉTHUN; 2 437; 2 437;62185; 2 437
62187;DANNES; 1 346; 1 346;62187; 1 346
62190;LILLERS; 13 828; 13 828;62190; 13 828
62196;HESDIGNEUL-LÈS-BÉTHUNE;  823;  823;62C01; 1 779
62199;GOSNAY;  956;  956;62C01; 1 779
62200;BOULOGNE-SUR-MER; 40 251; 40 251;62200; 40 251
62210;AVION; 17 625; 17 625;62210; 17 625
62215;OYE-PLAGE; 5 583; 5 583;62215; 5 583
62217;ACHICOURT; 19 144; 19 144;62217; 19 144
62218;LOISON-SOUS-LENS; 5 366; 5 366;62218; 5 366
62219;LONGUENESSE; 10 783; 10 783;62219; 10 783
62220;CARVIN; 17 557; 17 557;62220; 17 557
62221;NOYELLES-SOUS-LENS; 6 632; 6 632;62221; 6 632
62223;SAINT-LAURENT-BLANGY; 20 776; 20 776;62223; 20 776
62224;ÉQUIHEN-PLAGE; 2 662; 2 662;62224; 2 662
62230;OUTREAU; 13 378; 13 378;62230; 13 378
62231;SANGATTE; 8 229; 8 229;62231; 8 229
62232;ANNEZIN; 13 412; 13 412;62232; 13 412
62240;DESVRES; 12 685; 12 685;62240; 12 685
62250;MARQUISE; 11 846; 11 846;62250; 11 846
62260;AUCHEL; 14 392; 14 392;62260; 14 392
62270;FRÉVENT; 8 003; 8 003;62270; 8 003
62280;SAINT-MARTIN-BOULOGNE; 11 136; 11 136;62280; 11 136
62290;NŒUX-LES-MINES; 11 575; 11 575;62290; 11 575
62300;LENS; 34 301; 34 301;62300; 34 301
62310;FRUGES; 6 503; 6 503;62310; 6 503
62320;ROUVROY; 13 294; 13 294;62320; 13 294
62330;ISBERGUES; 10 116; 10 116;62330; 10 116
62340;GUÎNES; 10 922; 10 922;62340; 10 922
62350;SAINT-VENANT; 9 157; 9 157;62350; 9 157
62360;SAINT-ÉTIENNE-AU-MONT; 18 102; 18 102;62360; 18 102
62370;AUDRUICQ; 18 328; 18 328;62370; 18 328
62380;LUMBRES; 16 521; 16 521;62380; 16 521
62390;AUXI-LE-CHÂTEAU; 4 962; 4 962;62390; 4 962
62400;BÉTHUNE; 29 190; 29 190;62400; 38 409
62410;WINGLES; 16 265; 16 265;62410; 16 265
62420;BILLY-MONTIGNY; 8 177; 8 177;62420; 8 177
62430;SALLAUMINES; 9 594; 9 594;62430; 9 594
62440;HARNES; 12 237; 12 237;62440; 12 237
62450;BAPAUME; 7 455; 7 455;62450; 7 455
62460;DIVION; 8 459; 8 459;62460; 8 459
62470;CALONNE-RICOUART; 7 286; 7 286;62470; 7 286
62480;LE PORTEL; 9 071; 9 071;62480; 9 071
62490;VITRY-EN-ARTOIS; 9 586; 9 586;62490; 9 586
62500;SAINT-OMER; 25 038; 25 038;62500; 25 038
62510;ARQUES; 9 584; 9 584;62510; 9 584
62520;LE TOUQUET-PARIS-PLAGE; 4 227; 4 227;62520; 4 227
62530;HERSIN-COUPIGNY; 7 712; 7 712;62530; 7 712
62540;MARLES-LES-MINES; 6 833; 6 833;62540; 6 833
62550;PERNES; 6 639; 6 639;62550; 6 639
62560;FAUQUEMBERGUES; 6 479; 6 479;62560; 6 479
62570;WIZERNES; 7 165; 7 165;62570; 7 165
62575;BLENDECQUES; 6 304; 6 304;62575; 6 304
62580;VIMY; 14 671; 14 671;62580; 14 671
62590;OIGNIES; 9 993; 9 993;62590; 9 993
62600;BERCK; 15 013; 15 013;62600; 15 013
62610;ARDRES; 10 048; 10 048;62610; 10 048
62620;BARLIN; 11 503; 11 503;62620; 11 503
62630;ÉTAPLES; 13 762; 13 762;62630; 13 762
62640;MONTIGNY-EN-GOHELLE; 10 180; 10 180;62640; 10 180
62650;BOURTHES; 6 931; 6 931;62650; 6 931
62660;BEUVRY; 9 219; 9 219;62400; 38 409
62670;MAZINGARBE; 8 033; 8 033;62670; 8 033
62680;MÉRICOURT; 11 267; 11 267;62680; 11 267
62690;AUBIGNY-EN-ARTOIS; 7 433; 7 433;62690; 7 433
62700;BRUAY-LA-BUISSIÈRE; 21 903; 21 903;62700; 21 903
62710;COURRIÈRES; 10 554; 10 554;62710; 10 554
62720;RINXENT; 6 002; 6 002;62720; 6 002
62730;MARCK; 12 556; 12 556;62730; 12 556
62740;FOUQUIÈRES-LÈS-LENS; 6 434; 6 434;62740; 6 434
62750;LOOS-EN-GOHELLE; 6 879; 6 879;62750; 6 879
62760;PAS-EN-ARTOIS; 3 688; 3 688;62760; 3 688
62770;AUCHY-LÈS-HESDIN; 6 083; 6 083;62770; 6 083
62780;CUCQ; 5 059; 5 059;62780; 5 059
62790;LEFOREST; 7 248; 7 248;62790; 7 248
62800;LIÉVIN; 30 112; 30 112;62800; 30 112
62810;AVESNES-LE-COMTE; 6 614; 6 614;62810; 6 614
62820;LIBERCOURT; 8 321; 8 321;62820; 8 321
62830;SAMER; 7 752; 7 752;62830; 7 752
62840;LAVENTIE; 14 605; 14 605;62840; 14 605
62850;LICQUES; 6 248; 6 248;62850; 6 248
62860;ÉCOURT-SAINT-QUENTIN; 10 920; 10 920;62860; 10 920
62870;CAMPAGNE-LÈS-HESDIN; 4 767; 4 767;62870; 4 767
62880;VENDIN-LE-VIEIL; 18 029; 18 029;62880; 18 029
62890;TOURNEHEM-SUR-LA-HEM; 7 074; 7 074;62890; 7 074
62910;ÉPERLECQUES; 8 684; 8 684;62910; 8 684
62920;CHOCQUES; 5 719; 5 719;62920; 5 719
62930;WIMEREUX; 6 343; 6 343;62930; 6 343
62940;HAILLICOURT; 4 837; 4 837;62940; 4 837
62950;NOYELLES-GODAULT; 5 773; 5 773;62950; 5 773
62960;BOMY; 3 506; 3 506;62960; 3 506
62970;COURCELLES-LÈS-LENS; 8 104; 8 104;62970; 8 104
62980;VERMELLES; 7 094; 7 094;62980; 7 094
62990;BEAURAINVILLE; 5 569; 5 569;62990; 5 569
63000;CLERMONT-FERRAND;  0; 147 865;63000; 147 865
63100;CLERMONT-FERRAND;  0; 147 865;63000; 147 865
63110;BEAUMONT; 10 664; 10 664;63110; 10 664
63111;MUR-SUR-ALLIER;  0; 3 435;63C09; 3 435
63112;BLANZAT; 3 840; 3 840;63112; 3 840
63113;PICHERANDE;  318;  318;63C03; 2 119
63114;COUDES; 2 285; 2 285;63114; 2 285
63115;MUR-SUR-ALLIER;  0; 3 435;63C09; 3 435
63116;BEAUREGARD-L'ÉVÊQUE; 1 537; 1 537;63C05; 5 826
63117;CHAURIAT; 1 699; 1 699;63117; 1 699
63118;CÉBAZAT; 8 805; 8 805;63118; 8 805
63119;CHÂTEAUGAY; 3 105; 3 105;63119; 3 105
63120;COURPIÈRE; 7 095; 7 095;63120; 7 095
63122;CEYRAT; 10 023; 10 023;63122; 10 023
63130;ROYAT; 4 359; 4 359;63130; 4 359
63140;CHÂTEL-GUYON; 6 239; 6 239;63140; 6 239
63150;LA BOURBOULE; 2 251; 2 251;63150; 2 251
63160;BILLOM; 10 681; 10 681;63160; 10 681
63170;AUBIÈRE; 13 609; 13 609;63170; 13 609
63190;LEZOUX; 12 977; 12 977;63190; 12 977
63200;RIOM; 34 152; 34 152;63200; 34 152
63210;ROCHEFORT-MONTAGNE; 5 779; 5 779;63210; 5 779
63220;ARLANC; 3 875; 3 875;63220; 3 875
63230;SAINT-OURS; 7 207; 7 207;63230; 7 207
63240;MONT-DORE; 1 279; 1 279;63240; 1 279
63250;CELLES-SUR-DUROLLE; 3 978; 3 978;63250; 3 978
63260;AIGUEPERSE; 8 805; 8 805;63260; 8 805
63270;VIC-LE-COMTE; 10 275; 10 275;63270; 10 275
63290;PUY-GUILLAUME; 7 273; 7 273;63290; 7 273
63300;THIERS; 13 837; 13 837;63300; 13 837
63310;RANDAN; 6 541; 6 541;63310; 6 541
63320;CHAMPEIX; 7 517; 7 517;63320; 7 517
63330;PIONSAT; 2 758; 2 758;63330; 2 758
63340;SAINT-GERMAIN-LEMBRON; 7 760; 7 760;63340; 7 760
63350;MARINGUES; 9 043; 9 043;63350; 9 043
63360;GERZAT; 13 414; 13 414;63360; 13 414
63370;LEMPDES; 8 677; 8 677;63370; 8 677
63380;PONTAUMUR; 3 096; 3 096;63380; 3 096
63390;SAINT-GERVAIS-D'AUVERGNE; 2 769; 2 769;63390; 2 769
63400;CHAMALIÈRES; 17 276; 17 276;63400; 17 276
63410;CHARBONNIÈRES-LES-VARENNES; 6 490; 6 490;63410; 6 490
63420;ARDES; 1 346; 1 346;63420; 1 346
63430;PONT-DU-CHÂTEAU; 14 331; 14 331;63430; 14 331
63440;BLOT-L'ÉGLISE; 3 051; 3 051;63440; 3 051
63450;SAINT-AMANT-TALLENDE; 8 903; 8 903;63450; 8 903
63460;COMBRONDE; 6 412; 6 412;63460; 6 412
63470;PRONDINES; 1 166; 1 166;63470; 1 166
63480;MARAT; 1 937; 1 937;63C01; 2 964
63490;SAUXILLANGES; 3 374; 3 374;63490; 3 374
63500;ISSOIRE; 24 332; 24 332;63500; 24 332
63510;AULNAT; 5 227; 5 227;63510; 5 227
63520;SAINT-DIER-D'AUVERGNE; 2 779; 2 779;63520; 2 779
63530;VOLVIC; 9 522; 9 522;63530; 9 522
63540;ROMAGNAT; 7 791; 7 791;63540; 7 791
63550;SAINT-RÉMY-SUR-DUROLLE; 2 536; 2 536;63550; 2 536
63560;SERVANT; 1 666; 1 666;63560; 1 666
63570;BRASSAC-LES-MINES; 7 667; 7 667;63570; 7 667
63580;LE VERNET-CHAMÉANE; 1 804; 1 804;63580; 1 804
63590;CUNLHAT; 2 525; 2 525;63590; 2 525
63600;AMBERT; 8 915; 8 915;63600; 8 915
63610;BESSE-ET-SAINT-ANASTAISE; 2 000; 2 000;63C06; 2 681
63620;GIAT; 1 039; 1 039;63620; 1 039
63630;SAINT-GERMAIN-L'HERM;  961;  961;63C02; 2 679
63640;SAINT-PRIEST-DES-CHAMPS; 1 511; 1 511;63640; 1 511
63650;LA MONNERIE-LE-MONTEL; 1 685; 1 685;63650; 1 685
63660;SAINT-ANTHÈME; 1 258; 1 258;63660; 1 258
63670;LE CENDRE; 11 749; 11 749;63670; 11 749
63680;LA TOUR-D'AUVERGNE; 1 067; 1 067;63C03; 2 119
63690;TAUVES; 1 451; 1 451;63690; 1 451
63700;SAINT-ÉLOY-LES-MINES; 7 286; 7 286;63700; 7 286
63710;SAINT-NECTAIRE; 1 064; 1 064;63C04; 2 319
63720;ENNEZAT; 8 527; 8 527;63720; 8 527
63730;LES MARTRES-DE-VEYRE; 9 549; 9 549;63730; 9 549
63740;GELLES; 1 417; 1 417;63740; 1 417
63750;MESSEIX; 1 141; 1 141;63750; 1 141
63760;BOURG-LASTIC; 1 054; 1 054;63760; 1 054
63770;LES ANCIZES-COMPS; 1 694; 1 694;63770; 1 694
63780;SAINT-GEORGES-DE-MONS; 2 222; 2 222;63780; 2 222
63790;MUROL; 1 255; 1 255;63C04; 2 319
63800;COURNON-D'AUVERGNE; 24 156; 24 156;63800; 24 156
63810;BAGNOLS;  734;  734;63C03; 2 119
63820;LAQUEUILLE;  996;  996;63C08; 2 124
63830;NOHANENT; 4 275; 4 275;63830; 4 275
63840;SAUVESSANGES; 1 495; 1 495;63840; 1 495
63850;ÉGLISENEUVE-D'ENTRAIGUES;  681;  681;63C06; 2 681
63870;ORCINES; 3 493; 3 493;63870; 3 493
63880;OLLIERGUES; 1 387; 1 387;63C07; 2 401
63890;SAINT-AMANT-ROCHE-SAVINE;  903;  903;63C02; 2 679
63910;VERTAIZON; 4 289; 4 289;63C05; 5 826
63920;PESCHADOIRES; 2 121; 2 121;63920; 2 121
63930;AUGEROLLES; 1 014; 1 014;63C07; 2 401
63940;MARSAC-EN-LIVRADOIS; 1 455; 1 455;63940; 1 455
63950;SAINT-SAUVES-D'AUVERGNE; 1 128; 1 128;63C08; 2 124
63960;VEYRE-MONTON; 3 635; 3 635;63960; 3 635
63970;AYDAT; 2 746; 2 746;63970; 2 746
63980;FOURNOLS;  815;  815;63C02; 2 679
63990;JOB; 1 027; 1 027;63C01; 2 964
64000;PAU; 75 627; 75 627;64000; 75 627
64100;BAYONNE; 51 894; 51 894;64100; 51 894
64110;JURANÇON; 16 044; 16 044;64110; 16 044
64120;SAINT-PALAIS; 11 055; 11 055;64120; 11 055
64121;SERRES-CASTET; 6 671; 6 671;64121; 6 671
64122;URRUGNE;  0; 10 418;64C03; 28 613
64130;MAULÉON-LICHARRE; 9 624; 9 624;64130; 9 624
64140;LONS; 26 500; 26 500;64140; 26 500
64150;MOURENX; 10 522; 10 522;64150; 10 522
64160;MORLAÀS; 17 220; 17 220;64160; 17 220
64170;ARTIX; 6 966; 6 966;64170; 6 966
64190;NAVARRENX; 6 439; 6 439;64190; 6 439
64200;BIARRITZ; 32 213; 32 213;64200; 32 213
64210;BIDART; 12 714; 12 714;64210; 12 714
64220;SAINT-JEAN-PIED-DE-PORT; 8 067; 8 067;64220; 8 067
64230;LESCAR; 26 110; 26 110;64230; 26 110
64240;HASPARREN; 17 062; 17 062;64240; 17 062
64250;CAMBO-LES-BAINS; 13 800; 13 800;64250; 13 800
64260;ARUDY; 7 940; 7 940;64260; 7 940
64270;SALIES-DE-BÉARN; 10 228; 10 228;64270; 10 228
64290;GAN; 9 442; 9 442;64290; 9 442
64300;ORTHEZ; 21 407; 21 407;64300; 21 407
64310;SAINT-PÉE-SUR-NIVELLE; 14 084; 14 084;64310; 14 084
64320;IDRON; 14 203; 14 203;64320; 14 203
64330;GARLIN; 4 028; 4 028;64330; 4 028
64340;BOUCAU; 8 627; 8 627;64340; 8 627
64350;LEMBEYE; 4 078; 4 078;64350; 4 078
64360;MONEIN; 7 445; 7 445;64360; 7 445
64370;ARTHEZ-DE-BÉARN; 5 651; 5 651;64370; 5 651
64390;SAUVETERRE-DE-BÉARN; 3 646; 3 646;64390; 3 646
64400;OLORON-SAINTE-MARIE; 20 188; 20 188;64C02; 21 688
64410;ARZACQ-ARRAZIGUET; 4 450; 4 450;64410; 4 450
64420;NOUSTY; 8 727; 8 727;64420; 8 727
64430;SAINT-ÉTIENNE-DE-BAÏGORRY; 2 425; 2 425;64430; 2 425
64440;LARUNS; 1 722; 1 722;64440; 1 722
64450;NAVAILLES-ANGOS; 5 378; 5 378;64450; 5 378
64460;MONTANER; 2 424; 2 424;64460; 2 424
64470;TARDETS-SORHOLUS; 2 435; 2 435;64C01; 3 026
64480;USTARITZ; 10 847; 10 847;64480; 10 847
64490;BEDOUS; 2 521; 2 521;64490; 2 521
64500;SAINT-JEAN-DE-LUZ; 20 407; 20 407;64500; 20 407
64510;BORDES; 9 272; 9 272;64510; 9 272
64520;BARDOS; 5 892; 5 892;64520; 5 892
64530;PONTACQ; 6 139; 6 139;64530; 6 139
64560;LICQ-ATHÉREY;  591;  591;64C01; 3 026
64570;ARETTE; 3 219; 3 219;64570; 3 219
64600;ANGLET; 39 719; 39 719;64600; 39 719
64640;HÉLETTE; 2 687; 2 687;64640; 2 687
64660;ASASP-ARROS;  639;  639;64C02; 21 688
64680;OGEU-LES-BAINS; 2 141; 2 141;64680; 2 141
64700;HENDAYE; 18 195; 28 613;64C03; 28 613
64780;IRISSARRY; 3 097; 3 097;64780; 3 097
64800;NAY; 20 082; 20 082;64800; 20 082
64870;ESCOUT;  861;  861;64C02; 21 688
64990;SAINT-PIERRE-D'IRUBE; 18 838; 18 838;64990; 18 838
65000;TARBES; 42 758; 42 758;65000; 42 758
65100;LOURDES; 20 484; 20 484;65100; 20 484
65110;CAUTERETS;  878;  878;65C04; 3 662
65120;LUZ-SAINT-SAUVEUR; 2 784; 2 784;65C04; 3 662
65130;CAPVERN; 4 137; 4 137;65130; 4 137
65140;RABASTENS-DE-BIGORRE; 5 182; 5 182;65140; 5 182
65150;SAINT-LAURENT-DE-NESTE; 4 211; 4 211;65C03; 4 419
65170;SAINT-LARY-SOULAN; 2 614; 2 614;65170; 2 614
65190;TOURNAY; 6 076; 6 076;65190; 6 076
65200;BAGNÈRES-DE-BIGORRE; 8 275; 15 360;65C05; 17 072
65220;TRIE-SUR-BAÏSE; 3 454; 3 454;65220; 3 454
65230;CASTELNAU-MAGNOAC; 2 524; 2 524;65230; 2 524
65240;ARREAU; 2 651; 2 948;65C02; 4 314
65250;LA BARTHE-DE-NESTE; 3 108; 3 108;65250; 3 108
65260;PIERREFITTE-NESTALAS; 2 094; 2 094;65260; 2 094
65270;SAINT-PÉ-DE-BIGORRE; 1 435; 1 435;65270; 1 435
65290;JUILLAN; 5 085; 5 085;65290; 5 085
65300;LANNEMEZAN; 8 106; 8 106;65300; 8 106
65310;ODOS; 6 362; 6 362;65310; 6 362
65320;BORDÈRES-SUR-L'ÉCHEZ; 7 748; 7 748;65320; 7 748
65330;GALAN; 2 264; 2 264;65330; 2 264
65350;POUYASTRUC; 5 071; 5 071;65350; 5 071
